Model version,mean_score,Best score (across scorers),Release date,Organization,Country,Training compute (FLOP),Training compute notes,stderr,Log viewer,Logs,Started at,id
qwen3.7-flash,0.19298245614035087,0.19298245614035087,2026-07-27,Alibaba,China,,,0.023417537950655314,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F6pTYmQCw3EMbErvAqpivH5.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/6pTYmQCw3EMbErvAqpivH5.eval,2026-08-29T11:07:49.000Z,6pTYmQCw3EMbErvAqpivH5
gpt-5.6-luna_none,0.39649122807017545,0.39649122807017545,2026-07-09,OpenAI,United States of America,,,0.029026817016410068,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FYwHKNFQjbat97wVLqachmi.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/YwHKNFQjbat97wVLqachmi.eval,2026-08-29T11:07:39.000Z,YwHKNFQjbat97wVLqachmi
qwen3.7-plus_none,0.34385964912280703,0.34385964912280703,2026-06-02,Alibaba,China,,,0.028185763989072583,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FTt8tBXHoCEYqGLePWXkM8u.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/Tt8tBXHoCEYqGLePWXkM8u.eval,2026-08-29T11:07:26.000Z,Tt8tBXHoCEYqGLePWXkM8u
gpt-5.6-luna_low,0.41403508771929826,0.41403508771929826,2026-07-09,OpenAI,United States of America,,,0.029227738239445765,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FZryXhNUpPedPvGhbqdNBEw.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/ZryXhNUpPedPvGhbqdNBEw.eval,2026-08-29T11:07:20.000Z,ZryXhNUpPedPvGhbqdNBEw
glm-5.2_low,0.5473684210526316,0.5473684210526316,2026-06-16,Z.ai (Zhipu AI),China,,,0.0295360982699221,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FUnKHyc2idtTmoTUGxGeNJV.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/UnKHyc2idtTmoTUGxGeNJV.eval,2026-08-29T11:07:19.000Z,UnKHyc2idtTmoTUGxGeNJV
qwen3.6-flash,0.17192982456140352,0.17192982456140352,2026-04-27,Alibaba,China,,,0.022389789548206734,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FnDsNFM5ioGzyWcpeUKVotg.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/nDsNFM5ioGzyWcpeUKVotg.eval,2026-08-29T11:07:18.000Z,nDsNFM5ioGzyWcpeUKVotg
qwen3.6-flash_none,0.22456140350877193,0.22456140350877193,2026-04-27,Alibaba,China,,,0.024761793289496806,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FRoscWx4NUGVqcHdko6QhKd.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/RoscWx4NUGVqcHdko6QhKd.eval,2026-08-29T11:06:46.000Z,RoscWx4NUGVqcHdko6QhKd
qwen3.6-plus_none,0.32280701754385965,0.32280701754385965,2026-03-31,Alibaba,China,,,0.02774396565327428,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FZ4xfwTke5pR6RrY952bttA.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/Z4xfwTke5pR6RrY952bttA.eval,2026-08-29T11:06:40.000Z,Z4xfwTke5pR6RrY952bttA
qwen3.6-35b-a3b,0.17543859649122806,0.17543859649122806,2026-04-14,Alibaba,China,,,0.022569134425265196,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FggG3n6WVPZn7Gu2RNyfQbK.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/ggG3n6WVPZn7Gu2RNyfQbK.eval,2026-08-29T11:06:39.000Z,ggG3n6WVPZn7Gu2RNyfQbK
qwen3.6-27b_none,0.34035087719298246,0.34035087719298246,2026-04-22,Alibaba,China,,,0.028116467881852295,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FWjXdTPMnJUAT27azUKo3Ka.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/WjXdTPMnJUAT27azUKo3Ka.eval,2026-08-29T11:06:28.000Z,WjXdTPMnJUAT27azUKo3Ka
glm-5.1,0.3684210526315789,0.3684210526315789,2026-04-07,Z.ai (Zhipu AI),China,,,0.028623772537150215,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FMhwme9odWJMzMjoYkW8r6B.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/Mhwme9odWJMzMjoYkW8r6B.eval,2026-08-29T11:06:22.000Z,Mhwme9odWJMzMjoYkW8r6B
gemini-3.1-flash-lite_minimal,0.21403508771929824,0.21403508771929824,2026-03-03,Google,United States of America,,,0.02433800055326239,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F4gZy2dAAT2EPZDGz5puD3H.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/4gZy2dAAT2EPZDGz5puD3H.eval,2026-08-28T12:55:30.000Z,4gZy2dAAT2EPZDGz5puD3H
qwen3.6-27b,0.3508771929824561,0.3508771929824561,2026-04-22,Alibaba,China,,,0.028319255656547093,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FVonoEhAsGSJ2FHU33qnhui.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/VonoEhAsGSJ2FHU33qnhui.eval,2026-08-28T12:30:22.000Z,VonoEhAsGSJ2FHU33qnhui
glm-5.1_none,0.24912280701754386,0.24912280701754386,2026-04-07,Z.ai (Zhipu AI),China,,,0.02566445410232946,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F4hmmfwG9tgZJvKhL78nKzL.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/4hmmfwG9tgZJvKhL78nKzL.eval,2026-08-28T12:30:03.000Z,4hmmfwG9tgZJvKhL78nKzL
gpt-5.4-nano-2026-03-17_none,0.0456140350877193,0.0456140350877193,2026-03-17,OpenAI,United States of America,,,0.012380896644748405,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FKDQZWiPXB2VXc4bj4GJQW4.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/KDQZWiPXB2VXc4bj4GJQW4.eval,2026-08-28T12:29:12.000Z,KDQZWiPXB2VXc4bj4GJQW4
gpt-5.4-mini-2026-03-17_none,0.17192982456140352,0.17192982456140352,2026-03-17,OpenAI,United States of America,,,0.022389789548206734,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FgDwrSBE5GvFXymdBYMnMyV.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/gDwrSBE5GvFXymdBYMnMyV.eval,2026-08-28T12:29:04.000Z,gDwrSBE5GvFXymdBYMnMyV
gpt-5.4-nano-2026-03-17_low,0.20350877192982456,0.20350877192982456,2026-03-17,OpenAI,United States of America,,,0.02389037106974561,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FBNSjwbcpNSaDXHF7gC9WoN.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/BNSjwbcpNSaDXHF7gC9WoN.eval,2026-08-28T12:28:58.000Z,BNSjwbcpNSaDXHF7gC9WoN
gpt-5.4-mini-2026-03-17_low,0.24561403508771928,0.24561403508771928,2026-03-17,OpenAI,United States of America,,,0.0255425481026507,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F8nsNpE6ETikLf4tSrNHmGs.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/8nsNpE6ETikLf4tSrNHmGs.eval,2026-08-28T12:28:53.000Z,8nsNpE6ETikLf4tSrNHmGs
qwen3.5-flash_none,0.1824561403508772,0.1824561403508772,2026-02-25,Alibaba,China,,,0.022917941277334045,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FafxoicJc4C6caVDwUpsiME.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/afxoicJc4C6caVDwUpsiME.eval,2026-08-28T12:28:39.000Z,afxoicJc4C6caVDwUpsiME
qwen3.5-flash,0.09473684210526316,0.09473684210526316,2026-02-25,Alibaba,China,,,0.017377516319276178,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F6XZAenohp9pCgQ3gVeUAi8.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/6XZAenohp9pCgQ3gVeUAi8.eval,2026-08-28T12:28:30.000Z,6XZAenohp9pCgQ3gVeUAi8
qwen3.5-397b-a17b,0.29473684210526313,0.29473684210526313,2026-02-13,Alibaba,China,,,0.02705413430767295,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FEzMaDdXs4YQTMLgppBGxAb.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/EzMaDdXs4YQTMLgppBGxAb.eval,2026-08-28T12:28:11.000Z,EzMaDdXs4YQTMLgppBGxAb
o1-2024-12-17_high,0.14736842105263157,0.14736842105263157,2024-12-17,OpenAI,United States of America,,,0.021034091168852485,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FNMJhDtxtyQJCHQ4EApr9LM.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/NMJhDtxtyQJCHQ4EApr9LM.eval,2026-08-28T07:09:23.000Z,NMJhDtxtyQJCHQ4EApr9LM
o1-2024-12-17_low,0.08421052631578947,0.08421052631578947,2024-12-17,OpenAI,United States of America,,,0.016478658153935063,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FQnMPQZzDRHcTKZRaWYunaa.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/QnMPQZzDRHcTKZRaWYunaa.eval,2026-08-27T21:00:29.000Z,QnMPQZzDRHcTKZRaWYunaa
o1-2024-12-17_medium,0.10175438596491228,0.10175438596491228,2024-12-17,OpenAI,United States of America,,,0.01793969072128637,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F4RnNJhaFMGdLSFjoHHMR8k.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/4RnNJhaFMGdLSFjoHHMR8k.eval,2026-08-27T21:00:05.000Z,4RnNJhaFMGdLSFjoHHMR8k
o3-2025-04-16_high,0.3333333333333333,0.3333333333333333,2025-04-16,OpenAI,United States of America,,,0.02797271194322297,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FN4HerYebFnJDEU4PEvNNGM.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/N4HerYebFnJDEU4PEvNNGM.eval,2026-08-27T20:00:08.000Z,N4HerYebFnJDEU4PEvNNGM
o3-2025-04-16_medium,0.2982456140350877,0.2982456140350877,2025-04-16,OpenAI,United States of America,,,0.027146911721220194,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FQV5JgKBrZtfVmNj9fRWJKA.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/QV5JgKBrZtfVmNj9fRWJKA.eval,2026-08-27T19:59:58.000Z,QV5JgKBrZtfVmNj9fRWJKA
gpt-5-2025-08-07_low,0.3719298245614035,0.3719298245614035,2025-08-07,OpenAI,United States of America,6.6e+25,"Fairly speculative, possibly around 6e25 [CI: 2e25 to 2e26] FLOP. See document below for details

https://docs.google.com/document/d/1V2jIk365LnhH4WDoCw5dYJjZr1Htw8IHaK1noMf5Y48/edit?tab=t.z871imftkus",0.028679753751074614,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FJ2DWDpGLBhihZx82M3hhug.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/J2DWDpGLBhihZx82M3hhug.eval,2026-08-27T19:59:52.000Z,J2DWDpGLBhihZx82M3hhug
gpt-4.1-mini-2025-04-14,0.06666666666666667,0.06666666666666667,2025-04-14,OpenAI,United States of America,,,0.014801767859562859,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F6EQrp2MY4QMYLfTxpioYTe.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/6EQrp2MY4QMYLfTxpioYTe.eval,2026-08-27T19:59:44.000Z,6EQrp2MY4QMYLfTxpioYTe
gpt-3.5-turbo-0125,0.0,0.0,2024-01-25,OpenAI,United States of America,,,0.0,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FFNaBAvmeTiRRFDW63KemZ7.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/FNaBAvmeTiRRFDW63KemZ7.eval,2026-08-27T19:59:25.000Z,FNaBAvmeTiRRFDW63KemZ7
gpt-4o-mini-2024-07-18,0.007017543859649123,0.007017543859649123,2024-07-18,OpenAI,United States of America,,"Training compute estimated to be 7.36001e+24 from benchmark scores. https://colab.research.google.com/drive/1r3pUMhB7Kh0Gls9eG-v_XefWrye9fVQR?usp=sharing

90% CI [3.23e+24, 2.05e+25]",0.004953408961963604,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F6XhtKr59amKko65T7RUB2a.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/6XhtKr59amKko65T7RUB2a.eval,2026-08-27T19:51:52.000Z,6XhtKr59amKko65T7RUB2a
o3-2025-04-16_low,0.19298245614035087,0.19298245614035087,2025-04-16,OpenAI,United States of America,,,0.023417537950655314,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FCX3BTd8Yir7nQaRaNGWhA4.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/CX3BTd8Yir7nQaRaNGWhA4.eval,2026-08-27T17:55:20.000Z,CX3BTd8Yir7nQaRaNGWhA4
gpt-4.1-2025-04-14,0.05964912280701754,0.05964912280701754,2025-04-14,OpenAI,United States of America,,Flagship model from a leading developer in mid-2025; very likely it used >1e25 FLOP.,0.014053607746337793,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FkCG2nzspryMy7LBwWPqwXy.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/kCG2nzspryMy7LBwWPqwXy.eval,2026-08-27T17:54:56.000Z,kCG2nzspryMy7LBwWPqwXy
gpt-4-turbo-2024-04-09,0.007017543859649123,0.007017543859649123,2024-04-09,OpenAI,United States of America,,Training compute estimated to be 2.2e25 FLOP using benchmark imputation. https://colab.research.google.com/drive/1r3pUMhB7Kh0Gls9eG-v_XefWrye9fVQR?usp=sharing,0.004953408961963604,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FbC2dbN4x2GWWmnnfseKxgQ.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/bC2dbN4x2GWWmnnfseKxgQ.eval,2026-08-27T17:54:49.000Z,bC2dbN4x2GWWmnnfseKxgQ
gpt-4o-2024-08-06,0.0035087719298245615,0.0035087719298245615,2024-08-06,OpenAI,United States of America,,Training compute estimated to be 3.8e25 FLOP from benchmark scores. https://colab.research.google.com/drive/1r3pUMhB7Kh0Gls9eG-v_XefWrye9fVQR?usp=sharing,0.0035087719298245615,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FikS95CXY2foitnUPDKwNJn.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/ikS95CXY2foitnUPDKwNJn.eval,2026-08-27T17:54:29.000Z,ikS95CXY2foitnUPDKwNJn
o4-mini-2025-04-16_low,0.16140350877192983,0.16140350877192983,2025-04-16,OpenAI,United States of America,,"We can’t make a precise estimate, but seems unlikely to exceed 10^25 FLOP. We think active parameter count is 10-30B. This would require >55T tokens to reach 10^25 FLOP at the large size, i.e. well beyond 10x overtraining relative to Chinchilla.",0.021831010387413353,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FCpEZwR38bY8xb29bVmNHFm.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/CpEZwR38bY8xb29bVmNHFm.eval,2026-08-27T17:54:12.000Z,CpEZwR38bY8xb29bVmNHFm
o4-mini-2025-04-16_medium,0.28771929824561404,0.28771929824561404,2025-04-16,OpenAI,United States of America,,"We can’t make a precise estimate, but seems unlikely to exceed 10^25 FLOP. We think active parameter count is 10-30B. This would require >55T tokens to reach 10^25 FLOP at the large size, i.e. well beyond 10x overtraining relative to Chinchilla.",0.02686277751301251,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FWorgtXwbnWQSAzMfPgbBH9.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/WorgtXwbnWQSAzMfPgbBH9.eval,2026-08-27T17:53:57.000Z,WorgtXwbnWQSAzMfPgbBH9
o3-mini-2025-01-31_medium,0.10526315789473684,0.10526315789473684,2025-01-31,OpenAI,United States of America,,"We can’t make a precise estimate, but seems unlikely to exceed 10^25 FLOP. We think active parameter count is 10-30B. This would require >55T tokens to reach 10^25 FLOP at the large size, i.e. well beyond 10x overtraining relative to Chinchilla.",0.01821070199635025,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FhRYELqPG6rnY5cBtJhYnt7.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/hRYELqPG6rnY5cBtJhYnt7.eval,2026-08-27T17:53:55.000Z,hRYELqPG6rnY5cBtJhYnt7
gpt-5-mini-2025-08-07_minimal,0.05964912280701754,0.05964912280701754,2025-08-07,OpenAI,United States of America,,,0.014053607746337795,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2Fjrbb2oJv95wiFbnCfN56y9.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/jrbb2oJv95wiFbnCfN56y9.eval,2026-08-27T17:53:38.000Z,jrbb2oJv95wiFbnCfN56y9
gpt-5-2025-08-07_minimal,0.1824561403508772,0.1824561403508772,2025-08-07,OpenAI,United States of America,6.6e+25,"Fairly speculative, possibly around 6e25 [CI: 2e25 to 2e26] FLOP. See document below for details

https://docs.google.com/document/d/1V2jIk365LnhH4WDoCw5dYJjZr1Htw8IHaK1noMf5Y48/edit?tab=t.z871imftkus",0.022917941277334045,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F53PtW8g64r6zeLY38aK9Q4.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/53PtW8g64r6zeLY38aK9Q4.eval,2026-08-27T17:53:33.000Z,53PtW8g64r6zeLY38aK9Q4
gpt-5-mini-2025-08-07_low,0.1824561403508772,0.1824561403508772,2025-08-07,OpenAI,United States of America,,,0.022917941277334045,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FSrVpkvKRweaBHSVwPLAhBQ.eval,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/SrVpkvKRweaBHSVwPLAhBQ.eval,2026-08-27T17:53:29.000Z,SrVpkvKRweaBHSVwPLAhBQ
