Model version,mean_score,Best score (across scorers),Release date,Organization,Country,Training compute (FLOP),Training compute notes,stderr,Log viewer,Logs,Started at,id
gpt-6-astra_max,0.756,0.756,2026-09-03,OpenAI,United States of America,,,0.013588548437881386,,,2026-08-30T14:57:43.000Z,PppwnX7EjXx2SeTcFN8Ujn
glm-5.3_max,0.41,0.41,2026-08-14,Z.ai (Zhipu AI),China,,,0.015560917136921659,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FTY8R8FV7zCwByEipkqyg2P.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/TY8R8FV7zCwByEipkqyg2P.eval,2026-08-28T17:00:06.000Z,TY8R8FV7zCwByEipkqyg2P
qwen3.5-plus,0.2535070140280561,0.2535070140280561,2026-02-16,Alibaba,China,,,0.013777178222916077,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FjrawnM2wHFbVfJFJsap4kS.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/jrawnM2wHFbVfJFJsap4kS.eval,2026-08-27T21:29:42.000Z,jrawnM2wHFbVfJFJsap4kS
muse-spark-1.2_xhigh,0.6030150753768844,0.6030150753768844,2026-08-05,Meta AI,United States of America,,,0.015518791563606454,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FmLLmVVvo6t23MM5yxq7ryW.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/mLLmVVvo6t23MM5yxq7ryW.eval,2026-08-27T19:36:49.000Z,mLLmVVvo6t23MM5yxq7ryW
Inkling_xhigh,0.403,0.403,2026-07-15,Thinking Machines,United States of America,1.845e+24,6ND = 41e9 active parameters * 45e12 tokens = 1.845e+24 FLOP,0.015518757419066513,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FbpnzC6CCi3hWuKCfqX4KEY.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/bpnzC6CCi3hWuKCfqX4KEY.eval,2026-08-27T19:36:45.000Z,bpnzC6CCi3hWuKCfqX4KEY
Qwen3-235B-A22B-Thinking-2507,0.4044044044044044,0.4044044044044044,2025-07-25,Alibaba,China,4.752e+24,6 FLOP / parameter / token * 22*10^9 active parameters * 36000000000000 tokens = 4.752e+24 FLOP,0.015535255725079345,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F4ACEC4x26HWRGiAepHGw43.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/4ACEC4x26HWRGiAepHGw43.eval,2026-08-27T19:36:29.000Z,4ACEC4x26HWRGiAepHGw43
glm-5.1,0.34,0.34,2026-04-07,Z.ai (Zhipu AI),China,,,0.014987482264363972,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FR2fMFAtRXah864hMifdQGV.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/R2fMFAtRXah864hMifdQGV.eval,2026-08-27T19:36:21.000Z,R2fMFAtRXah864hMifdQGV
inkling-small_xhigh,0.191,0.191,2026-07-15,Thinking Machines,United States of America,,,0.012436787112179482,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FeJfbDKqeg9kNXFoxpeV7HG.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/eJfbDKqeg9kNXFoxpeV7HG.eval,2026-08-27T19:36:17.000Z,eJfbDKqeg9kNXFoxpeV7HG
kimi-k3_max,0.506,0.506,2026-07-16,Moonshot,China,2.0001e+25,"Based on peer models such as Kimi K2.6 and DeepSeek V4 Pro, plausibly was trained on roughly 30T tokens (likely between 15T and 60T). Using the heuristic that C = 6ND, 30T pretraining tokens would imply ~1.9e25 FLOP. This is a somewhat uncertain estimate (more uncertain than estimates based on disclosed active params and token counts, but comparable to estimates based on disclosed GPU-hours).

K3 was likely pretrained on over 1e25 FLOP. Speculatively, K3's relatively large size compared to other Chinese models may have reduced the training token budget vs smaller models.",0.015818160898606836,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FmZLWt2JSYvJyGhMvji7CT8.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/mZLWt2JSYvJyGhMvji7CT8.eval,2026-08-27T19:36:12.000Z,mZLWt2JSYvJyGhMvji7CT8
glm-5.2_max,0.342,0.342,2026-06-16,Z.ai (Zhipu AI),China,,,0.015008706182121802,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FWgjFZzojpiv54XqUhvfuUG.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/WgjFZzojpiv54XqUhvfuUG.eval,2026-08-27T19:36:05.000Z,WgjFZzojpiv54XqUhvfuUG
kimi-k2.7-code,0.365,0.365,2026-06-12,Moonshot,China,,,0.015231776226264846,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F5AijYw5bFJtSuahnbzNo6Z.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/5AijYw5bFJtSuahnbzNo6Z.eval,2026-08-27T19:36:03.000Z,5AijYw5bFJtSuahnbzNo6Z
glm-4.7,0.322,0.322,2025-12-22,Z.ai (Zhipu AI),China,4.42e+24,"Training tokens not disclosed.

Presuming this is a post-training update from GLM-4.5 (23T tokens) with minor additional compute, training compute is at least:

6 FLOP/parameter/token * 32B active parameters * 23T tokens = 4.42e24 FLOP",0.014782913600996744,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FaYau6EG7CCaWVSyVq3vvQc.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/aYau6EG7CCaWVSyVq3vvQc.eval,2026-08-27T19:36:02.000Z,aYau6EG7CCaWVSyVq3vvQc
kimi-k2.5,0.343,0.343,2026-01-27,Moonshot,China,5.8e+24,"Per section 3.2, ""The joint pre-training stage continues from a near-end Kimi K2 checkpoint over additional 15T vision-text tokens at 4K sequence length""

Kimi K2 was pretrained on 15T tokens. A near-end checkpoint of K2 was trained into K2.5 over another 15T tokens (or 15.2 to 15.5T tokens). This makes for a total of ~30T.

There are an additional 1T tokens in ""Stage 1"" used to train the ViT encoder, which is likely much smaller than the full LLM, so we omit those tokens to calculate training compute.

30e12 tokens * 32B parameters * 6 = 5.76e24 FLOP

Per Kimi talk (timestamp 26:00), the 15 trillion tokens of K2.5 were additive, for 30T training tokens overall: https://x.com/Kimi_Moonshot/status/2035011542115393973?s=20",0.015019206922357007,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FRbXXg4JEbTSBnzw3CMSHnD.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/RbXXg4JEbTSBnzw3CMSHnD.eval,2026-08-27T19:35:45.000Z,RbXXg4JEbTSBnzw3CMSHnD
qwen3.7-max,0.5576730190571715,0.5576730190571715,2026-05-19,Alibaba,China,,,0.015737359397180177,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FDMjUrG6eZEqwcQ4SqUoViu.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/DMjUrG6eZEqwcQ4SqUoViu.eval,2026-08-27T19:34:09.000Z,DMjUrG6eZEqwcQ4SqUoViu
qwen3.6-plus,0.44144144144144143,0.44144144144144143,2026-03-31,Alibaba,China,,,0.015718302238794238,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F4LWNorP8Fy8V8doxirNFcH.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/4LWNorP8Fy8V8doxirNFcH.eval,2026-08-27T19:34:06.000Z,4LWNorP8Fy8V8doxirNFcH
qwen3.6-max-preview,0.5200400801603207,0.5200400801603207,2026-04-20,Alibaba,China,,,0.015822434816352416,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FiyPiR8GUuyNNA6Fssziq32.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/iyPiR8GUuyNNA6Fssziq32.eval,2026-08-27T19:33:58.000Z,iyPiR8GUuyNNA6Fssziq32
qwen3.6-flash,0.15915915915915915,0.15915915915915915,2026-04-27,Alibaba,China,,,0.011579970321213651,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FFoMSS4FmH3VxpsvZiUJPCv.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/FoMSS4FmH3VxpsvZiUJPCv.eval,2026-08-27T19:33:42.000Z,FoMSS4FmH3VxpsvZiUJPCv
qwen3.5-flash,0.2032032032032032,0.2032032032032032,2026-02-25,Alibaba,China,,,0.012737194890497593,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FK8zTckSXLKLesoLBv24TWc.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/K8zTckSXLKLesoLBv24TWc.eval,2026-08-27T19:32:07.000Z,K8zTckSXLKLesoLBv24TWc
qwen3-max-2025-09-23,0.4874874874874875,0.4874874874874875,2025-09-24,Alibaba,China,1.512e+25,"6ND with:
36T tokens is taken from the qwen3 technical report
70B active params is based on it having >1T params, and the architectures of Qwen3-235B-A22B and Qwen3-Coder-480B-A35B",0.01582226675546796,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FfXG2GPt5F25tHRTPhAoZ4K.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/fXG2GPt5F25tHRTPhAoZ4K.eval,2026-08-27T19:32:02.000Z,fXG2GPt5F25tHRTPhAoZ4K
qwen3.8-max_xhigh,0.458,0.458,2026-08-02,Alibaba,China,,,0.015763390640483554,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2Fbfftd5EzUK9yAekafEofvK.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/bfftd5EzUK9yAekafEofvK.eval,2026-08-27T19:30:55.000Z,bfftd5EzUK9yAekafEofvK
gemini-3.5-flash_high,0.662,0.662,2026-05-19,Google DeepMind,United States of America,,,0.014965960710224383,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FGJ6YsSuzyRD9YXe6SBwvsu.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/GJ6YsSuzyRD9YXe6SBwvsu.eval,2026-08-27T19:30:35.000Z,GJ6YsSuzyRD9YXe6SBwvsu
deepseek-v4-pro_max,0.46993987975951906,0.46993987975951906,2026-04-24,DeepSeek,China,9.702e+24,6 * 49e9 active parameters * 33e12 tokens = 9.702E24 for pre-training,0.015806515332355317,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FSq9xqkVTmFvELpQy9KH5TM.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/Sq9xqkVTmFvELpQy9KH5TM.eval,2026-08-27T19:30:29.000Z,Sq9xqkVTmFvELpQy9KH5TM
gemini-3.7-flash_high,0.692,0.692,2026-08-13,Google DeepMind,United States of America,,,0.01460648312734278,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F84ARuGyhQsjgh8umRmBvas.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/84ARuGyhQsjgh8umRmBvas.eval,2026-08-27T19:30:25.000Z,84ARuGyhQsjgh8umRmBvas
deepseek-v4-pro-0813_max,0.5290581162324649,0.5290581162324649,2026-08-13,DeepSeek,China,9.702e+24,From https://api-docs.deepseek.com/news/news260813/: built on the DeepSeek-V4-Pro (Preview) model structure with a DSpark speculative-decoding module; agent-focused post-training upgrades. Pre-training compute carried over from DeepSeek-V4-Pro (6 * 49e9 active parameters * 33e12 tokens = 9.702E24).,0.015808394665706597,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F2xfFf6KZAp2gUWYhHGkFgs.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/2xfFf6KZAp2gUWYhHGkFgs.eval,2026-08-27T19:30:20.000Z,2xfFf6KZAp2gUWYhHGkFgs
deepseek-v4-flash-0731_max,0.33633633633633636,0.33633633633633636,2026-07-31,DeepSeek,China,2.496e+24,"From https://api-docs.deepseek.com/updates/: ""DeepSeek-V4-Flash-0731 keeps the same model architecture and size as DeepSeek-V4-Flash-Preview, and was only re-post-trained.""

6 * 13e9 active parameters * 32e12 tokens = 2.496E24 for pre-training",0.01495531772489948,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FTqFmiGvqozt7TSZYmhgF8m.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/TqFmiGvqozt7TSZYmhgF8m.eval,2026-08-27T19:30:16.000Z,TqFmiGvqozt7TSZYmhgF8m
gemini-3.6-flash_high,0.662,0.662,2026-07-21,Google DeepMind,United States of America,,,0.014965960710224383,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FF83pa7Gfsb4UNVttTnS5Hk.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/F83pa7Gfsb4UNVttTnS5Hk.eval,2026-08-27T19:30:09.000Z,F83pa7Gfsb4UNVttTnS5Hk
gemma-4-31b-it,0.104,0.104,2026-04-02,Google DeepMind,United States of America,,,0.009658016218524242,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FD5cbXacPnJ8akq2jAtifEQ.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/D5cbXacPnJ8akq2jAtifEQ.eval,2026-08-27T19:30:07.000Z,D5cbXacPnJ8akq2jAtifEQ
gemini-3-flash-preview_high,0.668,0.668,2025-12-17,Google DeepMind,United States of America,,,0.014899597242811567,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F7cc6cDCXjsPjtKt36bbeMR.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/7cc6cDCXjsPjtKt36bbeMR.eval,2026-08-27T19:30:06.000Z,7cc6cDCXjsPjtKt36bbeMR
grok-4.6_high,0.493,0.493,2026-08-12,xAI,United States of America,,,0.01581774956184353,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FTpHYtuPG6kYZFvMK7Z6Hqj.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/TpHYtuPG6kYZFvMK7Z6Hqj.eval,2026-08-27T19:29:53.000Z,TpHYtuPG6kYZFvMK7Z6Hqj
grok-4.20-0309-reasoning,0.302,0.302,2026-02-17,xAI,United States of America,,,0.014526080235459494,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FGVm7khGvtdnQKGfkgAHD8q.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/GVm7khGvtdnQKGfkgAHD8q.eval,2026-08-27T19:29:44.000Z,GVm7khGvtdnQKGfkgAHD8q
grok-4.3_high,0.332,0.332,2026-04-17,xAI,United States of America,,,0.014899597242811567,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FY39ZRp553ULpUDBV2XrBbc.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/Y39ZRp553ULpUDBV2XrBbc.eval,2026-08-27T19:29:33.000Z,Y39ZRp553ULpUDBV2XrBbc
grok-4.5_high,0.483,0.483,2026-07-08,xAI,United States of America,,,0.015810153729833274,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F7HWW3sjRstKzb9JpcnvLaV.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/7HWW3sjRstKzb9JpcnvLaV.eval,2026-08-27T19:29:30.000Z,7HWW3sjRstKzb9JpcnvLaV
grok-4.6_xhigh,0.489,0.489,2026-08-12,xAI,United States of America,,,0.015815471195292575,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FdKCWFaoGCWJTnD5CPWQGru.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/dKCWFaoGCWJTnD5CPWQGru.eval,2026-08-27T19:29:19.000Z,dKCWFaoGCWJTnD5CPWQGru
o4-mini-2025-04-16_low,0.196,0.196,2025-04-16,OpenAI,United States of America,,"We can’t make a precise estimate, but seems unlikely to exceed 10^25 FLOP. We think active parameter count is 10-30B. This would require >55T tokens to reach 10^25 FLOP at the large size, i.e. well beyond 10x overtraining relative to Chinchilla.",0.012559527926707347,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FDzky9brdTFbSoVd2zTKiUp.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/Dzky9brdTFbSoVd2zTKiUp.eval,2026-08-27T19:29:17.000Z,Dzky9brdTFbSoVd2zTKiUp
gpt-5.2-2025-12-11_low,0.328,0.328,2025-12-11,OpenAI,United States of America,,,0.014853842487270312,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FCyw3GA9a64AmT4pqLAhtTF.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/Cyw3GA9a64AmT4pqLAhtTF.eval,2026-08-27T19:29:12.000Z,Cyw3GA9a64AmT4pqLAhtTF
gpt-5.2-2025-12-11_medium,0.327,0.327,2025-12-11,OpenAI,United States of America,,,0.014842213153411162,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2Fesr5dcSuHiVoteo6vZfHjP.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/esr5dcSuHiVoteo6vZfHjP.eval,2026-08-27T19:29:07.000Z,esr5dcSuHiVoteo6vZfHjP
o3-2025-04-16_high,0.494,0.494,2025-04-16,OpenAI,United States of America,,,0.015818160898606833,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FCxHSa2gY7ySiPPGTZEZaRt.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/CxHSa2gY7ySiPPGTZEZaRt.eval,2026-08-27T19:28:51.000Z,CxHSa2gY7ySiPPGTZEZaRt
gpt-5.4-nano-2026-03-17_high,0.117,0.117,2026-03-17,OpenAI,United States of America,,,0.010169287802713345,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F3QBsxKkbF2R2LEXTd6HDrJ.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/3QBsxKkbF2R2LEXTd6HDrJ.eval,2026-08-27T19:28:50.000Z,3QBsxKkbF2R2LEXTd6HDrJ
